backend,concurrency,prompt_label,prompt_tokens,output_tokens,ttft_ms,total_ms,tpot_ms,throughput_toks
kaggle_2xT4_tp2,2,short_64,64,27,563.45,1782.4,46.883,15.15
kaggle_2xT4_tp2,2,short_64,64,27,563.42,1781.53,46.85,15.16
kaggle_2xT4_tp2,2,short_64,64,27,563.17,1781.2,46.847,15.16
kaggle_2xT4_tp2,2,short_64,64,27,460.49,1708.26,47.991,15.81
kaggle_2xT4_tp2,2,short_64,64,27,563.04,1781.82,46.876,15.15
kaggle_2xT4_tp2,2,short_64,64,27,459.99,1708.48,48.019,15.8
kaggle_2xT4_tp2,4,short_64,64,27,173.28,1360.61,45.667,19.84
kaggle_2xT4_tp2,4,short_64,64,27,242.56,1451.61,46.502,18.6
kaggle_2xT4_tp2,4,short_64,64,27,242.3,1451.89,46.522,18.6
kaggle_2xT4_tp2,4,short_64,64,27,533.25,1781.87,48.024,15.15
kaggle_2xT4_tp2,4,short_64,64,27,538.96,1773.53,47.483,15.22
kaggle_2xT4_tp2,4,short_64,64,27,532.95,1773.73,47.723,15.22
kaggle_2xT4_tp2,4,short_64,64,27,532.96,1773.47,47.712,15.22
kaggle_2xT4_tp2,4,short_64,64,27,538.63,1781.6,47.807,15.15
kaggle_2xT4_tp2,4,short_64,64,27,538.47,1781.64,47.814,15.15
kaggle_2xT4_tp2,4,short_64,64,27,538.49,1781.64,47.813,15.15
kaggle_2xT4_tp2,4,short_64,64,27,532.92,1773.03,47.697,15.23
kaggle_2xT4_tp2,4,short_64,64,27,432.41,1675.52,47.812,16.11
kaggle_2xT4_tp2,4,short_64,64,27,532.77,1766.41,47.447,15.29
kaggle_2xT4_tp2,4,short_64,64,27,432.31,1674.85,47.79,16.12
kaggle_2xT4_tp2,4,short_64,64,27,537.98,1772.88,47.496,15.23
kaggle_2xT4_tp2,4,short_64,64,27,432.03,1683.35,48.128,16.04
kaggle_2xT4_tp2,4,short_64,64,27,537.87,1780.54,47.795,15.16
kaggle_2xT4_tp2,4,short_64,64,27,432.12,1674.67,47.79,16.12
kaggle_2xT4_tp2,4,short_64,64,27,431.82,1674.77,47.806,16.12
kaggle_2xT4_tp2,4,short_64,64,27,431.85,1675.03,47.815,16.12
kaggle_2xT4_tp2,8,short_64,64,27,187.62,1345.66,44.54,20.06
kaggle_2xT4_tp2,8,short_64,64,27,246.44,1444.83,46.092,18.69
kaggle_2xT4_tp2,8,short_64,64,27,246.31,1445.97,46.141,18.67
kaggle_2xT4_tp2,8,short_64,64,27,517.52,1755.94,47.632,15.38
kaggle_2xT4_tp2,8,short_64,64,27,517.43,1756.14,47.643,15.37
kaggle_2xT4_tp2,8,short_64,64,27,514.44,1747.75,47.435,15.45
kaggle_2xT4_tp2,8,short_64,64,27,578.82,1783.62,46.339,15.14
kaggle_2xT4_tp2,8,short_64,64,27,517.21,1747.35,47.313,15.45
kaggle_2xT4_tp2,8,short_64,64,27,514.24,1759.7,47.902,15.34
kaggle_2xT4_tp2,8,short_64,64,27,578.48,1783.43,46.344,15.14
kaggle_2xT4_tp2,8,short_64,64,27,516.87,1760.01,47.813,15.34
kaggle_2xT4_tp2,8,short_64,64,27,577.67,1783.06,46.361,15.14
kaggle_2xT4_tp2,8,short_64,64,27,578.42,1783.27,46.34,15.14
kaggle_2xT4_tp2,8,short_64,64,27,516.68,1747.23,47.329,15.45
kaggle_2xT4_tp2,8,short_64,64,27,513.78,1746.81,47.424,15.46
kaggle_2xT4_tp2,8,short_64,64,27,430.76,1678.08,47.974,16.09
kaggle_2xT4_tp2,8,short_64,64,27,577.95,1783.0,46.348,15.14
kaggle_2xT4_tp2,8,short_64,64,27,430.63,1677.67,47.963,16.09
kaggle_2xT4_tp2,8,short_64,64,27,516.2,1746.23,47.309,15.46
kaggle_2xT4_tp2,8,short_64,64,27,577.66,1782.68,46.347,15.15
kaggle_2xT4_tp2,16,short_64,64,27,247.45,1465.33,46.842,18.43
kaggle_2xT4_tp2,16,short_64,64,27,247.03,1465.31,46.857,18.43
kaggle_2xT4_tp2,16,short_64,64,27,188.42,1380.16,45.836,19.56
kaggle_2xT4_tp2,16,short_64,64,27,534.94,1794.97,48.463,15.04
kaggle_2xT4_tp2,16,short_64,64,27,535.0,1795.05,48.464,15.04
kaggle_2xT4_tp2,16,short_64,64,27,534.87,1795.12,48.471,15.04
kaggle_2xT4_tp2,16,short_64,64,27,534.73,1795.5,48.491,15.04
kaggle_2xT4_tp2,16,short_64,64,27,534.57,1786.8,48.163,15.11
kaggle_2xT4_tp2,16,short_64,64,27,534.57,1786.76,48.161,15.11
kaggle_2xT4_tp2,16,short_64,64,27,534.64,1795.25,48.485,15.04
kaggle_2xT4_tp2,16,short_64,64,27,534.44,1794.86,48.478,15.04
kaggle_2xT4_tp2,16,short_64,64,27,437.94,1689.56,48.139,15.98
kaggle_2xT4_tp2,16,short_64,64,27,437.9,1689.14,48.124,15.98
kaggle_2xT4_tp2,16,short_64,64,27,437.81,1688.41,48.1,15.99
kaggle_2xT4_tp2,16,short_64,64,27,533.92,1794.74,48.493,15.04
kaggle_2xT4_tp2,16,short_64,64,27,533.81,1794.2,48.477,15.05
kaggle_2xT4_tp2,16,short_64,64,27,533.88,1794.28,48.477,15.05
kaggle_2xT4_tp2,16,short_64,64,27,437.38,1688.39,48.116,15.99
kaggle_2xT4_tp2,16,short_64,64,27,533.92,1794.21,48.473,15.05
kaggle_2xT4_tp2,16,short_64,64,27,533.82,1793.69,48.457,15.05
kaggle_2xT4_tp2,1,medium_256,256,128,183.72,6126.24,46.792,20.89
kaggle_2xT4_tp2,1,medium_256,256,128,183.48,6127.61,46.804,20.89
kaggle_2xT4_tp2,1,medium_256,256,128,260.37,6204.88,46.807,20.63
kaggle_2xT4_tp2,1,medium_256,256,128,543.51,6575.97,47.5,19.46
kaggle_2xT4_tp2,1,medium_256,256,128,553.01,6577.12,47.434,19.46
kaggle_2xT4_tp2,1,medium_256,256,128,479.2,6492.31,47.347,19.72
kaggle_2xT4_tp2,1,medium_256,256,128,552.33,6533.29,47.094,19.59
kaggle_2xT4_tp2,1,medium_256,256,128,552.67,6508.66,46.898,19.67
kaggle_2xT4_tp2,1,medium_256,256,128,552.21,6575.87,47.43,19.47
kaggle_2xT4_tp2,1,medium_256,256,128,478.79,6491.45,47.344,19.72
kaggle_2xT4_tp2,1,medium_256,256,128,410.95,6397.04,47.135,20.01
kaggle_2xT4_tp2,1,medium_256,256,128,478.65,6491.58,47.346,19.72
kaggle_2xT4_tp2,1,medium_256,256,128,441.82,6440.63,47.235,19.87
kaggle_2xT4_tp2,1,medium_256,256,128,478.42,6490.33,47.338,19.72
kaggle_2xT4_tp2,1,medium_256,256,128,542.53,6575.65,47.505,19.47
kaggle_2xT4_tp2,1,medium_256,256,128,478.55,6490.49,47.338,19.72
kaggle_2xT4_tp2,1,medium_256,256,128,551.36,6506.29,46.889,19.67
kaggle_2xT4_tp2,1,medium_256,256,128,551.52,6576.61,47.442,19.46
kaggle_2xT4_tp2,1,medium_256,256,128,542.27,6530.16,47.149,19.6
kaggle_2xT4_tp2,1,medium_256,256,128,551.6,6576.19,47.438,19.46
kaggle_2xT4_tp2,2,medium_256,256,128,183.82,6035.84,46.079,21.21
kaggle_2xT4_tp2,2,medium_256,256,128,246.38,6125.03,46.289,20.9
kaggle_2xT4_tp2,2,medium_256,256,128,246.27,6124.94,46.289,20.9
kaggle_2xT4_tp2,2,medium_256,256,128,550.56,6440.19,46.375,19.88
kaggle_2xT4_tp2,2,medium_256,256,128,538.82,6439.74,46.464,19.88
kaggle_2xT4_tp2,2,medium_256,256,128,550.17,6439.45,46.372,19.88
kaggle_2xT4_tp2,2,medium_256,256,128,538.59,6439.9,46.467,19.88
kaggle_2xT4_tp2,2,medium_256,256,128,538.48,6439.83,46.467,19.88
kaggle_2xT4_tp2,2,medium_256,256,128,434.85,6366.97,46.71,20.1
kaggle_2xT4_tp2,2,medium_256,256,128,526.73,6439.18,46.555,19.88
kaggle_2xT4_tp2,2,medium_256,256,128,434.83,6366.15,46.703,20.11
kaggle_2xT4_tp2,2,medium_256,256,128,549.67,6438.62,46.37,19.88
kaggle_2xT4_tp2,2,medium_256,256,128,549.66,6438.65,46.37,19.88
kaggle_2xT4_tp2,2,medium_256,256,128,538.06,6438.65,46.461,19.88
kaggle_2xT4_tp2,2,medium_256,256,128,434.36,6349.55,46.576,20.16
kaggle_2xT4_tp2,2,medium_256,256,128,537.75,6438.9,46.466,19.88
kaggle_2xT4_tp2,2,medium_256,256,128,537.79,6438.64,46.463,19.88
kaggle_2xT4_tp2,2,medium_256,256,128,537.55,6438.66,46.465,19.88
kaggle_2xT4_tp2,2,medium_256,256,128,549.08,6438.73,46.375,19.88
kaggle_2xT4_tp2,2,medium_256,256,128,537.49,6438.83,46.467,19.88
kaggle_2xT4_tp2,4,medium_256,256,128,209.7,6077.24,46.201,21.06
kaggle_2xT4_tp2,4,medium_256,256,128,253.94,6163.23,46.53,20.77
kaggle_2xT4_tp2,4,medium_256,256,128,253.71,6163.24,46.532,20.77
kaggle_2xT4_tp2,4,medium_256,256,128,552.22,6480.61,46.68,19.75
kaggle_2xT4_tp2,4,medium_256,256,128,551.91,6480.61,46.683,19.75
kaggle_2xT4_tp2,4,medium_256,256,128,551.79,6480.48,46.683,19.75
kaggle_2xT4_tp2,4,medium_256,256,128,551.77,6480.51,46.683,19.75
kaggle_2xT4_tp2,4,medium_256,256,128,552.01,6479.85,46.676,19.75
kaggle_2xT4_tp2,4,medium_256,256,128,446.76,6403.43,46.903,19.99
kaggle_2xT4_tp2,4,medium_256,256,128,551.57,6475.62,46.646,19.77
kaggle_2xT4_tp2,4,medium_256,256,128,446.54,6403.33,46.904,19.99
kaggle_2xT4_tp2,4,medium_256,256,128,551.44,6479.84,46.68,19.75
kaggle_2xT4_tp2,4,medium_256,256,128,551.54,6475.12,46.642,19.77
kaggle_2xT4_tp2,4,medium_256,256,128,546.65,6479.86,46.718,19.75
kaggle_2xT4_tp2,4,medium_256,256,128,446.19,6402.71,46.902,19.99
kaggle_2xT4_tp2,4,medium_256,256,128,550.87,6474.93,46.646,19.77
kaggle_2xT4_tp2,4,medium_256,256,128,550.94,6479.32,46.68,19.76
kaggle_2xT4_tp2,4,medium_256,256,128,551.02,6479.2,46.679,19.76
kaggle_2xT4_tp2,4,medium_256,256,128,550.81,6479.54,46.683,19.75
kaggle_2xT4_tp2,4,medium_256,256,128,550.63,6479.43,46.683,19.75
kaggle_2xT4_tp2,8,medium_256,256,128,180.23,6063.55,46.325,21.11
kaggle_2xT4_tp2,8,medium_256,256,128,175.53,6063.07,46.359,21.11
kaggle_2xT4_tp2,8,medium_256,256,128,242.98,6139.13,46.426,20.85
kaggle_2xT4_tp2,8,medium_256,256,128,434.76,6391.03,46.9,20.03
kaggle_2xT4_tp2,8,medium_256,256,128,529.95,6459.22,46.687,19.82
kaggle_2xT4_tp2,8,medium_256,256,128,529.78,6468.34,46.76,19.79
kaggle_2xT4_tp2,8,medium_256,256,128,529.75,6458.98,46.687,19.82
kaggle_2xT4_tp2,8,medium_256,256,128,529.6,6468.47,46.763,19.79
kaggle_2xT4_tp2,8,medium_256,256,128,529.69,6468.12,46.759,19.79
kaggle_2xT4_tp2,8,medium_256,256,128,529.36,6468.11,46.762,19.79
kaggle_2xT4_tp2,8,medium_256,256,128,529.35,6467.61,46.758,19.79
kaggle_2xT4_tp2,8,medium_256,256,128,529.42,6468.08,46.761,19.79
kaggle_2xT4_tp2,8,medium_256,256,128,529.31,6467.54,46.758,19.79
kaggle_2xT4_tp2,8,medium_256,256,128,529.16,6458.45,46.687,19.82
kaggle_2xT4_tp2,8,medium_256,256,128,433.77,6388.52,46.888,20.04
kaggle_2xT4_tp2,8,medium_256,256,128,520.43,6467.7,46.829,19.79
kaggle_2xT4_tp2,8,medium_256,256,128,528.73,6467.61,46.763,19.79
kaggle_2xT4_tp2,8,medium_256,256,128,528.61,6467.18,46.76,19.79
kaggle_2xT4_tp2,8,medium_256,256,128,573.05,6489.85,46.589,19.72
kaggle_2xT4_tp2,8,medium_256,256,128,433.35,6389.69,46.9,20.03
kaggle_2xT4_tp2,16,medium_256,256,128,212.41,6128.04,46.58,20.89
kaggle_2xT4_tp2,16,medium_256,256,128,179.09,6063.86,46.337,21.11
kaggle_2xT4_tp2,16,medium_256,256,128,178.88,6063.86,46.338,21.11
kaggle_2xT4_tp2,16,medium_256,256,128,527.33,6463.12,46.738,19.8
kaggle_2xT4_tp2,16,medium_256,256,128,527.15,6462.93,46.738,19.81
kaggle_2xT4_tp2,16,medium_256,256,128,480.99,6430.42,46.846,19.91
kaggle_2xT4_tp2,16,medium_256,256,128,576.3,6494.85,46.603,19.71
kaggle_2xT4_tp2,16,medium_256,256,128,526.68,6462.18,46.736,19.81
kaggle_2xT4_tp2,16,medium_256,256,128,408.02,6344.73,46.746,20.17
kaggle_2xT4_tp2,16,medium_256,256,128,480.47,6430.51,46.851,19.91
kaggle_2xT4_tp2,16,medium_256,256,128,582.12,6494.52,46.554,19.71
kaggle_2xT4_tp2,16,medium_256,256,128,526.12,6461.95,46.739,19.81
kaggle_2xT4_tp2,16,medium_256,256,128,526.13,6461.73,46.737,19.81
kaggle_2xT4_tp2,16,medium_256,256,128,479.99,6423.05,46.796,19.93
kaggle_2xT4_tp2,16,medium_256,256,128,407.27,6343.91,46.745,20.18
kaggle_2xT4_tp2,16,medium_256,256,128,479.64,6428.93,46.845,19.91
kaggle_2xT4_tp2,16,medium_256,256,128,581.37,6493.68,46.554,19.71
kaggle_2xT4_tp2,16,medium_256,256,128,479.46,6428.99,46.847,19.91
kaggle_2xT4_tp2,16,medium_256,256,128,525.49,6461.05,46.737,19.81
kaggle_2xT4_tp2,16,medium_256,256,128,574.69,6493.55,46.605,19.71
kaggle_2xT4_tp2,1,long_1024,1024,128,196.13,6206.67,47.327,20.62
kaggle_2xT4_tp2,1,long_1024,1024,128,239.18,6248.89,47.321,20.48
kaggle_2xT4_tp2,1,long_1024,1024,128,239.01,6249.14,47.324,20.48
kaggle_2xT4_tp2,1,long_1024,1024,128,497.46,6522.14,47.438,19.63
kaggle_2xT4_tp2,1,long_1024,1024,128,605.29,6563.47,46.915,19.5
kaggle_2xT4_tp2,1,long_1024,1024,128,605.25,6563.26,46.914,19.5
kaggle_2xT4_tp2,1,long_1024,1024,128,605.04,6563.46,46.917,19.5
kaggle_2xT4_tp2,1,long_1024,1024,128,616.25,6563.57,46.829,19.5
kaggle_2xT4_tp2,1,long_1024,1024,128,496.89,6521.95,47.441,19.63
kaggle_2xT4_tp2,1,long_1024,1024,128,435.56,6486.4,47.644,19.73
kaggle_2xT4_tp2,1,long_1024,1024,128,435.52,6486.6,47.646,19.73
kaggle_2xT4_tp2,1,long_1024,1024,128,496.44,6521.48,47.441,19.63
kaggle_2xT4_tp2,1,long_1024,1024,128,604.35,6562.75,46.917,19.5
kaggle_2xT4_tp2,1,long_1024,1024,128,615.56,6563.11,46.831,19.5
kaggle_2xT4_tp2,1,long_1024,1024,128,435.06,6486.2,47.647,19.73
kaggle_2xT4_tp2,1,long_1024,1024,128,434.91,6485.96,47.646,19.73
kaggle_2xT4_tp2,1,long_1024,1024,128,495.81,6521.0,47.442,19.63
kaggle_2xT4_tp2,1,long_1024,1024,128,603.85,6562.77,46.921,19.5
kaggle_2xT4_tp2,1,long_1024,1024,128,603.37,6561.82,46.917,19.51
kaggle_2xT4_tp2,1,long_1024,1024,128,614.52,6561.27,46.825,19.51
kaggle_2xT4_tp2,2,long_1024,1024,128,181.43,6192.94,47.335,20.67
kaggle_2xT4_tp2,2,long_1024,1024,128,225.2,6242.9,47.383,20.5
kaggle_2xT4_tp2,2,long_1024,1024,128,225.07,6242.95,47.385,20.5
kaggle_2xT4_tp2,2,long_1024,1024,128,585.64,6567.66,47.103,19.49
kaggle_2xT4_tp2,2,long_1024,1024,128,585.65,6568.02,47.105,19.49
kaggle_2xT4_tp2,2,long_1024,1024,128,413.55,6487.11,47.823,19.73
kaggle_2xT4_tp2,2,long_1024,1024,128,585.43,6574.67,47.159,19.47
kaggle_2xT4_tp2,2,long_1024,1024,128,585.32,6567.91,47.107,19.49
kaggle_2xT4_tp2,2,long_1024,1024,128,585.33,6567.07,47.1,19.49
kaggle_2xT4_tp2,2,long_1024,1024,128,585.12,6573.8,47.155,19.47
kaggle_2xT4_tp2,2,long_1024,1024,128,575.54,6574.14,47.233,19.47
kaggle_2xT4_tp2,2,long_1024,1024,128,584.91,6567.03,47.103,19.49
kaggle_2xT4_tp2,2,long_1024,1024,128,584.8,6566.63,47.101,19.49
kaggle_2xT4_tp2,2,long_1024,1024,128,456.15,6528.45,47.813,19.61
kaggle_2xT4_tp2,2,long_1024,1024,128,575.11,6567.25,47.182,19.49
kaggle_2xT4_tp2,2,long_1024,1024,128,584.69,6566.93,47.104,19.49
kaggle_2xT4_tp2,2,long_1024,1024,128,574.99,6573.7,47.234,19.47
kaggle_2xT4_tp2,2,long_1024,1024,128,412.48,6485.01,47.815,19.74
kaggle_2xT4_tp2,2,long_1024,1024,128,574.77,6572.77,47.228,19.47
kaggle_2xT4_tp2,2,long_1024,1024,128,584.38,6573.02,47.155,19.47
kaggle_2xT4_tp2,4,long_1024,1024,128,239.15,6155.49,46.585,20.79
kaggle_2xT4_tp2,4,long_1024,1024,128,260.31,6242.3,47.102,20.51
kaggle_2xT4_tp2,4,long_1024,1024,128,260.01,6241.8,47.101,20.51
kaggle_2xT4_tp2,4,long_1024,1024,128,610.51,6580.94,47.011,19.45
kaggle_2xT4_tp2,4,long_1024,1024,128,607.12,6579.67,47.028,19.45
kaggle_2xT4_tp2,4,long_1024,1024,128,607.08,6579.68,47.028,19.45
kaggle_2xT4_tp2,4,long_1024,1024,128,607.44,6580.75,47.034,19.45
kaggle_2xT4_tp2,4,long_1024,1024,128,610.27,6580.71,47.011,19.45
kaggle_2xT4_tp2,4,long_1024,1024,128,609.87,6580.32,47.011,19.45
kaggle_2xT4_tp2,4,long_1024,1024,128,607.11,6580.39,47.034,19.45
kaggle_2xT4_tp2,4,long_1024,1024,128,452.71,6473.05,47.404,19.77
kaggle_2xT4_tp2,4,long_1024,1024,128,609.71,6578.92,47.002,19.46
kaggle_2xT4_tp2,4,long_1024,1024,128,609.56,6579.14,47.005,19.46
kaggle_2xT4_tp2,4,long_1024,1024,128,452.58,6484.66,47.497,19.74
kaggle_2xT4_tp2,4,long_1024,1024,128,609.66,6580.05,47.011,19.45
kaggle_2xT4_tp2,4,long_1024,1024,128,606.13,6579.64,47.036,19.45
kaggle_2xT4_tp2,4,long_1024,1024,128,640.61,6585.07,46.807,19.44
kaggle_2xT4_tp2,4,long_1024,1024,128,606.42,6578.82,47.027,19.46
kaggle_2xT4_tp2,4,long_1024,1024,128,593.68,6579.34,47.131,19.45
kaggle_2xT4_tp2,4,long_1024,1024,128,452.13,6484.24,47.497,19.74
kaggle_2xT4_tp2,8,long_1024,1024,128,181.81,6218.74,47.535,20.58
kaggle_2xT4_tp2,8,long_1024,1024,128,181.58,6218.26,47.533,20.58
kaggle_2xT4_tp2,8,long_1024,1024,128,239.52,6280.11,47.564,20.38
kaggle_2xT4_tp2,8,long_1024,1024,128,482.7,6524.09,47.57,19.62
kaggle_2xT4_tp2,8,long_1024,1024,128,595.15,6563.21,46.993,19.5
kaggle_2xT4_tp2,8,long_1024,1024,128,604.93,6563.59,46.919,19.5
kaggle_2xT4_tp2,8,long_1024,1024,128,604.95,6574.07,47.001,19.47
kaggle_2xT4_tp2,8,long_1024,1024,128,604.76,6573.63,46.999,19.47
kaggle_2xT4_tp2,8,long_1024,1024,128,604.85,6562.9,46.914,19.5
kaggle_2xT4_tp2,8,long_1024,1024,128,431.76,6490.85,47.709,19.72
kaggle_2xT4_tp2,8,long_1024,1024,128,604.49,6562.85,46.916,19.5
kaggle_2xT4_tp2,8,long_1024,1024,128,431.59,6490.7,47.71,19.72
kaggle_2xT4_tp2,8,long_1024,1024,128,604.28,6562.56,46.916,19.5
kaggle_2xT4_tp2,8,long_1024,1024,128,594.25,6562.04,46.99,19.51
kaggle_2xT4_tp2,8,long_1024,1024,128,438.79,6490.65,47.652,19.72
kaggle_2xT4_tp2,8,long_1024,1024,128,604.11,6562.52,46.917,19.5
kaggle_2xT4_tp2,8,long_1024,1024,128,431.06,6490.34,47.711,19.72
kaggle_2xT4_tp2,8,long_1024,1024,128,603.82,6572.84,47.0,19.47
kaggle_2xT4_tp2,8,long_1024,1024,128,593.78,6561.63,46.991,19.51
kaggle_2xT4_tp2,8,long_1024,1024,128,603.74,6572.56,46.999,19.47
kaggle_2xT4_tp2,16,long_1024,1024,128,199.93,6217.13,47.38,20.59
kaggle_2xT4_tp2,16,long_1024,1024,128,199.57,6205.88,47.294,20.63
kaggle_2xT4_tp2,16,long_1024,1024,128,277.14,6295.25,47.387,20.33
kaggle_2xT4_tp2,16,long_1024,1024,128,599.42,6559.89,46.933,19.51
kaggle_2xT4_tp2,16,long_1024,1024,128,535.58,6529.09,47.193,19.6
kaggle_2xT4_tp2,16,long_1024,1024,128,430.1,6481.26,47.647,19.75
kaggle_2xT4_tp2,16,long_1024,1024,128,535.34,6529.07,47.195,19.6
kaggle_2xT4_tp2,16,long_1024,1024,128,534.96,6536.34,47.255,19.58
kaggle_2xT4_tp2,16,long_1024,1024,128,535.5,6536.28,47.25,19.58
kaggle_2xT4_tp2,16,long_1024,1024,128,535.46,6536.22,47.25,19.58
kaggle_2xT4_tp2,16,long_1024,1024,128,534.58,6535.82,47.254,19.58
kaggle_2xT4_tp2,16,long_1024,1024,128,534.75,6535.96,47.254,19.58
kaggle_2xT4_tp2,16,long_1024,1024,128,599.18,6558.91,46.927,19.52
kaggle_2xT4_tp2,16,long_1024,1024,128,599.04,6558.71,46.927,19.52
kaggle_2xT4_tp2,16,long_1024,1024,128,388.46,6438.11,47.635,19.88
kaggle_2xT4_tp2,16,long_1024,1024,128,598.9,6558.83,46.929,19.52
kaggle_2xT4_tp2,16,long_1024,1024,128,534.53,6527.98,47.192,19.61
kaggle_2xT4_tp2,16,long_1024,1024,128,534.76,6527.82,47.189,19.61
kaggle_2xT4_tp2,16,long_1024,1024,128,534.22,6535.27,47.252,19.59
kaggle_2xT4_tp2,16,long_1024,1024,128,598.55,6558.46,46.928,19.52
