backend,concurrency,prompt_label,prompt_tokens,output_tokens,ttft_ms,total_ms,tpot_ms,throughput_toks
colab_A100_fp16,8,short_64,64,32,433.0,1210.34,25.076,26.44
colab_A100_fp16,8,short_64,64,32,432.8,1210.36,25.082,26.44
colab_A100_fp16,8,short_64,64,32,432.79,1209.86,25.067,26.45
colab_A100_fp16,8,short_64,64,32,457.21,1217.54,24.527,26.28
colab_A100_fp16,8,short_64,64,32,457.58,1217.51,24.514,26.28
colab_A100_fp16,8,short_64,64,32,361.52,1168.98,26.047,27.37
colab_A100_fp16,8,short_64,64,32,432.51,1209.51,25.065,26.46
colab_A100_fp16,8,short_64,64,32,432.39,1208.96,25.051,26.47
colab_A100_fp16,8,short_64,64,32,432.04,1209.14,25.068,26.47
colab_A100_fp16,8,short_64,64,32,432.06,1209.34,25.073,26.46
colab_A100_fp16,8,short_64,64,32,432.02,1209.34,25.075,26.46
colab_A100_fp16,8,short_64,64,32,350.36,1168.7,26.398,27.38
colab_A100_fp16,8,short_64,64,32,431.78,1208.7,25.062,26.47
colab_A100_fp16,8,short_64,64,32,431.81,1209.25,25.079,26.46
colab_A100_fp16,8,short_64,64,32,431.84,1208.62,25.057,26.48
colab_A100_fp16,16,short_64,64,32,200.34,694.11,15.928,46.1
colab_A100_fp16,16,short_64,64,32,199.79,693.52,15.927,46.14
colab_A100_fp16,16,short_64,64,32,199.75,719.38,16.762,44.48
colab_A100_fp16,16,short_64,64,32,473.2,1208.82,23.73,26.47
colab_A100_fp16,16,short_64,64,32,473.46,1207.16,23.668,26.51
colab_A100_fp16,16,short_64,64,32,472.49,1207.57,23.712,26.5
colab_A100_fp16,16,short_64,64,32,472.29,1206.82,23.694,26.52
colab_A100_fp16,16,short_64,64,32,472.27,1206.85,23.696,26.52
colab_A100_fp16,16,short_64,64,32,472.61,1207.74,23.714,26.5
colab_A100_fp16,16,short_64,64,32,472.45,1207.3,23.705,26.51
colab_A100_fp16,16,short_64,64,32,395.85,1166.21,24.85,27.44
colab_A100_fp16,16,short_64,64,32,471.46,1205.98,23.694,26.53
colab_A100_fp16,16,short_64,64,32,471.01,1206.31,23.719,26.53
colab_A100_fp16,16,short_64,64,32,470.82,1205.55,23.701,26.54
colab_A100_fp16,16,short_64,64,32,352.49,1141.48,25.451,28.03
colab_A100_fp16,16,short_64,64,32,468.74,1204.7,23.741,26.56
colab_A100_fp16,16,short_64,64,32,468.77,1203.56,23.703,26.59
colab_A100_fp16,16,short_64,64,32,468.12,1202.92,23.703,26.6
colab_A100_fp16,16,short_64,64,32,468.5,1203.07,23.696,26.6
colab_A100_fp16,16,short_64,64,32,468.01,1203.93,23.74,26.58
colab_A100_fp16,1,medium_256,256,128,249.43,3221.4,23.401,39.73
colab_A100_fp16,1,medium_256,256,128,247.6,3237.97,23.546,39.53
colab_A100_fp16,1,medium_256,256,128,240.98,3235.1,23.576,39.57
colab_A100_fp16,1,medium_256,256,128,365.78,3616.59,25.597,35.39
colab_A100_fp16,1,medium_256,256,128,365.09,3615.88,25.597,35.4
colab_A100_fp16,1,medium_256,256,128,364.7,3644.2,25.823,35.12
colab_A100_fp16,1,medium_256,256,128,364.28,3614.87,25.595,35.41
colab_A100_fp16,1,medium_256,256,128,490.71,3715.4,25.391,34.45
colab_A100_fp16,1,medium_256,256,128,363.99,3642.29,25.813,35.14
colab_A100_fp16,1,medium_256,256,128,483.91,3714.62,25.439,34.46
colab_A100_fp16,1,medium_256,256,128,483.84,3714.94,25.442,34.46
colab_A100_fp16,1,medium_256,256,128,483.47,3714.12,25.438,34.46
colab_A100_fp16,1,medium_256,256,128,484.42,3714.88,25.437,34.46
colab_A100_fp16,1,medium_256,256,128,484.22,3714.54,25.436,34.46
colab_A100_fp16,1,medium_256,256,128,483.23,3714.33,25.442,34.46
colab_A100_fp16,1,medium_256,256,128,362.89,3641.25,25.814,35.15
colab_A100_fp16,1,medium_256,256,128,483.81,3713.84,25.433,34.47
colab_A100_fp16,1,medium_256,256,128,482.76,3713.39,25.438,34.47
colab_A100_fp16,1,medium_256,256,128,482.16,3712.79,25.438,34.48
colab_A100_fp16,1,medium_256,256,128,482.11,3713.05,25.44,34.47
colab_A100_fp16,2,medium_256,256,128,160.41,2936.22,21.857,43.59
colab_A100_fp16,2,medium_256,256,128,151.58,2910.21,21.722,43.98
colab_A100_fp16,2,medium_256,256,128,702.22,4046.19,26.33,31.63
colab_A100_fp16,2,medium_256,256,128,701.89,4045.78,26.33,31.64
colab_A100_fp16,2,medium_256,256,128,734.57,4054.36,26.14,31.57
colab_A100_fp16,2,medium_256,256,128,733.57,4054.32,26.148,31.57
colab_A100_fp16,2,medium_256,256,128,733.58,4054.4,26.148,31.57
colab_A100_fp16,2,medium_256,256,128,733.28,4054.16,26.149,31.57
colab_A100_fp16,2,medium_256,256,128,637.69,3982.0,26.333,32.14
colab_A100_fp16,2,medium_256,256,128,733.17,4054.16,26.15,31.57
colab_A100_fp16,2,medium_256,256,128,733.59,4063.1,26.217,31.5
colab_A100_fp16,2,medium_256,256,128,732.77,4053.32,26.146,31.58
colab_A100_fp16,2,medium_256,256,128,732.84,4053.49,26.147,31.58
colab_A100_fp16,2,medium_256,256,128,732.78,4062.96,26.222,31.5
colab_A100_fp16,2,medium_256,256,128,733.36,4062.49,26.214,31.51
colab_A100_fp16,2,medium_256,256,128,733.36,4062.73,26.215,31.51
colab_A100_fp16,2,medium_256,256,128,700.42,4044.47,26.331,31.65
colab_A100_fp16,2,medium_256,256,128,732.34,4053.28,26.149,31.58
colab_A100_fp16,2,medium_256,256,128,732.14,4062.16,26.221,31.51
colab_A100_fp16,2,medium_256,256,128,732.04,4052.82,26.148,31.58
colab_A100_fp16,4,medium_256,256,128,287.38,3097.48,22.127,41.32
colab_A100_fp16,4,medium_256,256,128,286.26,3096.04,22.124,41.34
colab_A100_fp16,4,medium_256,256,128,167.39,3076.76,22.908,41.6
colab_A100_fp16,4,medium_256,256,128,533.76,3686.21,24.822,34.72
colab_A100_fp16,4,medium_256,256,128,566.07,3693.01,24.622,34.66
colab_A100_fp16,4,medium_256,256,128,564.13,3692.38,24.632,34.67
colab_A100_fp16,4,medium_256,256,128,510.25,3660.47,24.805,34.97
colab_A100_fp16,4,medium_256,256,128,565.1,3692.35,24.624,34.67
colab_A100_fp16,4,medium_256,256,128,563.62,3691.95,24.633,34.67
colab_A100_fp16,4,medium_256,256,128,564.41,3691.45,24.622,34.67
colab_A100_fp16,4,medium_256,256,128,563.19,3691.48,24.632,34.67
colab_A100_fp16,4,medium_256,256,128,374.82,3549.64,24.999,36.06
colab_A100_fp16,4,medium_256,256,128,509.27,3659.26,24.803,34.98
colab_A100_fp16,4,medium_256,256,128,563.67,3690.95,24.624,34.68
colab_A100_fp16,4,medium_256,256,128,530.45,3683.06,24.824,34.75
colab_A100_fp16,4,medium_256,256,128,592.46,3699.22,24.463,34.6
colab_A100_fp16,4,medium_256,256,128,590.3,3698.99,24.478,34.6
colab_A100_fp16,4,medium_256,256,128,562.77,3690.26,24.626,34.69
colab_A100_fp16,4,medium_256,256,128,529.49,3675.05,24.768,34.83
colab_A100_fp16,4,medium_256,256,128,529.53,3681.72,24.82,34.77
colab_A100_fp16,8,medium_256,256,128,207.56,3181.48,23.417,40.23
colab_A100_fp16,8,medium_256,256,128,207.58,3180.79,23.411,40.24
colab_A100_fp16,8,medium_256,256,128,207.26,3214.94,23.682,39.81
colab_A100_fp16,8,medium_256,256,128,456.11,3664.6,25.264,34.93
colab_A100_fp16,8,medium_256,256,128,456.64,3664.29,25.257,34.93
colab_A100_fp16,8,medium_256,256,128,379.39,3613.15,25.463,35.43
colab_A100_fp16,8,medium_256,256,128,379.41,3612.74,25.459,35.43
colab_A100_fp16,8,medium_256,256,128,379.29,3613.59,25.467,35.42
colab_A100_fp16,8,medium_256,256,128,456.18,3662.98,25.25,34.94
colab_A100_fp16,8,medium_256,256,128,378.76,3606.71,25.417,35.49
colab_A100_fp16,8,medium_256,256,128,454.94,3662.97,25.26,34.94
colab_A100_fp16,8,medium_256,256,128,454.78,3663.68,25.267,34.94
colab_A100_fp16,8,medium_256,256,128,321.92,3557.89,25.48,35.98
colab_A100_fp16,8,medium_256,256,128,321.68,3557.85,25.482,35.98
colab_A100_fp16,8,medium_256,256,128,486.06,3663.21,25.017,34.94
colab_A100_fp16,8,medium_256,256,128,454.11,3662.64,25.264,34.95
colab_A100_fp16,8,medium_256,256,128,377.27,3612.08,25.471,35.44
colab_A100_fp16,8,medium_256,256,128,453.56,3662.25,25.265,34.95
colab_A100_fp16,8,medium_256,256,128,453.93,3662.38,25.263,34.95
colab_A100_fp16,8,medium_256,256,128,375.3,3610.19,25.472,35.46
colab_A100_fp16,16,medium_256,256,128,205.25,3188.36,23.489,40.15
colab_A100_fp16,16,medium_256,256,128,204.79,3227.13,23.798,39.66
colab_A100_fp16,16,medium_256,256,128,204.28,3196.8,23.563,40.04
colab_A100_fp16,16,medium_256,256,128,438.98,3663.93,25.393,34.94
colab_A100_fp16,16,medium_256,256,128,467.73,3677.88,25.277,34.8
colab_A100_fp16,16,medium_256,256,128,467.7,3677.83,25.277,34.8
colab_A100_fp16,16,medium_256,256,128,438.52,3663.69,25.395,34.94
colab_A100_fp16,16,medium_256,256,128,466.84,3671.65,25.235,34.86
colab_A100_fp16,16,medium_256,256,128,438.12,3663.53,25.397,34.94
colab_A100_fp16,16,medium_256,256,128,333.34,3596.49,25.694,35.59
colab_A100_fp16,16,medium_256,256,128,466.93,3671.57,25.233,34.86
colab_A100_fp16,16,medium_256,256,128,437.76,3663.37,25.399,34.94
colab_A100_fp16,16,medium_256,256,128,466.8,3677.16,25.278,34.81
colab_A100_fp16,16,medium_256,256,128,466.65,3671.36,25.234,34.86
colab_A100_fp16,16,medium_256,256,128,465.85,3676.33,25.279,34.82
colab_A100_fp16,16,medium_256,256,128,462.56,3670.3,25.258,34.87
colab_A100_fp16,16,medium_256,256,128,465.52,3670.55,25.236,34.87
colab_A100_fp16,16,medium_256,256,128,465.44,3676.35,25.283,34.82
colab_A100_fp16,16,medium_256,256,128,465.84,3676.38,25.28,34.82
colab_A100_fp16,16,medium_256,256,128,465.61,3676.81,25.285,34.81
colab_A100_fp16,1,long_1024,1024,128,167.29,3320.8,24.831,38.54
colab_A100_fp16,1,long_1024,1024,128,166.99,3321.45,24.838,38.54
colab_A100_fp16,1,long_1024,1024,128,166.32,3292.81,24.618,38.87
colab_A100_fp16,1,long_1024,1024,128,387.16,3647.99,25.676,35.09
colab_A100_fp16,1,long_1024,1024,128,406.38,3655.66,25.585,35.01
colab_A100_fp16,1,long_1024,1024,128,387.27,3647.36,25.67,35.09
colab_A100_fp16,1,long_1024,1024,128,357.61,3639.68,25.843,35.17
colab_A100_fp16,1,long_1024,1024,128,406.1,3655.01,25.582,35.02
colab_A100_fp16,1,long_1024,1024,128,386.96,3647.19,25.671,35.1
colab_A100_fp16,1,long_1024,1024,128,405.62,3655.19,25.587,35.02
colab_A100_fp16,1,long_1024,1024,128,405.65,3654.82,25.584,35.02
colab_A100_fp16,1,long_1024,1024,128,386.27,3646.96,25.675,35.1
colab_A100_fp16,1,long_1024,1024,128,356.97,3638.94,25.842,35.18
colab_A100_fp16,1,long_1024,1024,128,386.15,3647.06,25.676,35.1
colab_A100_fp16,1,long_1024,1024,128,385.99,3646.46,25.673,35.1
colab_A100_fp16,1,long_1024,1024,128,405.14,3654.14,25.583,35.03
colab_A100_fp16,1,long_1024,1024,128,386.18,3646.32,25.67,35.1
colab_A100_fp16,1,long_1024,1024,128,405.02,3654.52,25.587,35.03
colab_A100_fp16,1,long_1024,1024,128,404.87,3654.33,25.586,35.03
colab_A100_fp16,1,long_1024,1024,128,385.63,3646.7,25.678,35.1
colab_A100_fp16,2,long_1024,1024,128,177.9,3292.87,24.527,38.87
colab_A100_fp16,2,long_1024,1024,128,177.46,3261.85,24.286,39.24
colab_A100_fp16,2,long_1024,1024,128,177.04,3292.38,24.53,38.88
colab_A100_fp16,2,long_1024,1024,128,442.86,3699.21,25.641,34.6
colab_A100_fp16,2,long_1024,1024,128,372.01,3671.87,25.983,34.86
colab_A100_fp16,2,long_1024,1024,128,442.51,3698.8,25.64,34.61
colab_A100_fp16,2,long_1024,1024,128,442.64,3698.51,25.637,34.61
colab_A100_fp16,2,long_1024,1024,128,371.69,3670.51,25.975,34.87
colab_A100_fp16,2,long_1024,1024,128,371.53,3670.58,25.977,34.87
colab_A100_fp16,2,long_1024,1024,128,419.91,3690.84,25.755,34.68
colab_A100_fp16,2,long_1024,1024,128,442.15,3698.67,25.642,34.61
colab_A100_fp16,2,long_1024,1024,128,442.08,3698.55,25.641,34.61
colab_A100_fp16,2,long_1024,1024,128,441.88,3698.26,25.641,34.61
colab_A100_fp16,2,long_1024,1024,128,371.31,3670.51,25.978,34.87
colab_A100_fp16,2,long_1024,1024,128,441.76,3698.21,25.641,34.61
colab_A100_fp16,2,long_1024,1024,128,371.12,3670.49,25.979,34.87
colab_A100_fp16,2,long_1024,1024,128,419.26,3690.12,25.755,34.69
colab_A100_fp16,2,long_1024,1024,128,419.49,3690.29,25.754,34.69
colab_A100_fp16,2,long_1024,1024,128,441.3,3697.7,25.641,34.62
colab_A100_fp16,2,long_1024,1024,128,441.45,3697.44,25.638,34.62
colab_A100_fp16,4,long_1024,1024,128,203.11,3304.16,24.418,38.74
colab_A100_fp16,4,long_1024,1024,128,202.9,3305.3,24.428,38.73
colab_A100_fp16,4,long_1024,1024,128,201.77,3276.7,24.212,39.06
colab_A100_fp16,4,long_1024,1024,128,414.81,3752.56,26.281,34.11
colab_A100_fp16,4,long_1024,1024,128,475.53,3770.4,25.944,33.95
colab_A100_fp16,4,long_1024,1024,128,447.85,3765.52,26.123,33.99
colab_A100_fp16,4,long_1024,1024,128,475.4,3769.45,25.937,33.96
colab_A100_fp16,4,long_1024,1024,128,414.37,3752.36,26.283,34.11
colab_A100_fp16,4,long_1024,1024,128,447.57,3765.65,26.127,33.99
colab_A100_fp16,4,long_1024,1024,128,414.06,3752.27,26.285,34.11
colab_A100_fp16,4,long_1024,1024,128,474.51,3768.72,25.939,33.96
colab_A100_fp16,4,long_1024,1024,128,413.97,3752.14,26.285,34.11
colab_A100_fp16,4,long_1024,1024,128,475.54,3769.59,25.937,33.96
colab_A100_fp16,4,long_1024,1024,128,474.96,3768.68,25.935,33.96
colab_A100_fp16,4,long_1024,1024,128,472.72,3768.33,25.95,33.97
colab_A100_fp16,4,long_1024,1024,128,474.75,3768.42,25.934,33.97
colab_A100_fp16,4,long_1024,1024,128,474.4,3769.13,25.943,33.96
colab_A100_fp16,4,long_1024,1024,128,472.2,3768.17,25.952,33.97
colab_A100_fp16,4,long_1024,1024,128,474.07,3768.55,25.941,33.97
colab_A100_fp16,4,long_1024,1024,128,446.54,3764.81,26.128,34.0
colab_A100_fp16,8,long_1024,1024,128,196.7,3243.66,23.992,39.46
colab_A100_fp16,8,long_1024,1024,128,196.58,3243.9,23.995,39.46
colab_A100_fp16,8,long_1024,1024,128,360.76,3649.72,25.897,35.07
colab_A100_fp16,8,long_1024,1024,128,443.55,3696.79,25.616,34.62
colab_A100_fp16,8,long_1024,1024,128,474.22,3708.49,25.467,34.52
colab_A100_fp16,8,long_1024,1024,128,443.38,3696.9,25.618,34.62
colab_A100_fp16,8,long_1024,1024,128,472.18,3708.68,25.484,34.51
colab_A100_fp16,8,long_1024,1024,128,473.97,3709.56,25.477,34.51
colab_A100_fp16,8,long_1024,1024,128,360.05,3641.7,25.84,35.15
colab_A100_fp16,8,long_1024,1024,128,471.92,3708.71,25.487,34.51
colab_A100_fp16,8,long_1024,1024,128,473.62,3707.54,25.464,34.52
colab_A100_fp16,8,long_1024,1024,128,471.79,3708.15,25.483,34.52
colab_A100_fp16,8,long_1024,1024,128,473.3,3709.13,25.479,34.51
colab_A100_fp16,8,long_1024,1024,128,473.26,3708.58,25.475,34.51
colab_A100_fp16,8,long_1024,1024,128,442.45,3696.2,25.62,34.63
colab_A100_fp16,8,long_1024,1024,128,471.34,3708.06,25.486,34.52
colab_A100_fp16,8,long_1024,1024,128,472.83,3708.68,25.479,34.51
colab_A100_fp16,8,long_1024,1024,128,472.79,3708.32,25.477,34.52
colab_A100_fp16,8,long_1024,1024,128,472.59,3708.04,25.476,34.52
colab_A100_fp16,8,long_1024,1024,128,472.87,3706.51,25.462,34.53
colab_A100_fp16,16,long_1024,1024,128,194.85,3232.55,23.919,39.6
colab_A100_fp16,16,long_1024,1024,128,188.76,3266.28,24.232,39.19
colab_A100_fp16,16,long_1024,1024,128,190.11,3266.45,24.223,39.19
colab_A100_fp16,16,long_1024,1024,128,370.02,3638.68,25.737,35.18
colab_A100_fp16,16,long_1024,1024,128,376.42,3640.25,25.699,35.16
colab_A100_fp16,16,long_1024,1024,128,469.67,3689.54,25.353,34.69
colab_A100_fp16,16,long_1024,1024,128,438.67,3681.69,25.536,34.77
colab_A100_fp16,16,long_1024,1024,128,438.62,3681.78,25.537,34.77
colab_A100_fp16,16,long_1024,1024,128,382.94,3645.11,25.686,35.12
colab_A100_fp16,16,long_1024,1024,128,438.53,3681.5,25.535,34.77
colab_A100_fp16,16,long_1024,1024,128,469.18,3688.81,25.351,34.7
colab_A100_fp16,16,long_1024,1024,128,469.11,3688.93,25.353,34.7
colab_A100_fp16,16,long_1024,1024,128,438.16,3681.21,25.536,34.77
colab_A100_fp16,16,long_1024,1024,128,438.27,3680.7,25.531,34.78
colab_A100_fp16,16,long_1024,1024,128,468.41,3688.09,25.352,34.71
colab_A100_fp16,16,long_1024,1024,128,381.97,3643.71,25.683,35.13
colab_A100_fp16,16,long_1024,1024,128,437.48,3680.7,25.537,34.78
colab_A100_fp16,16,long_1024,1024,128,381.78,3643.96,25.686,35.13
colab_A100_fp16,16,long_1024,1024,128,468.24,3687.83,25.351,34.71
colab_A100_fp16,16,long_1024,1024,128,381.82,3642.93,25.678,35.14
